Symbol,T1,T3,T4,T8,T9,T10,T11,T12,T13,T15,T16
YAL063C,11.473775284802228,10.992097622878568,11.511671312869224,11.254495819704607,11.347910521501316,11.572306356707259,11.509011956780059,11.188161684111098,11.429975574017583,11.631561119448165,11.268870628635263
YAL062W,9.67466955415378,9.201892589837133,9.690921971360664,9.32780002454583,9.386648099789296,9.11037012174735,9.87644889791723,9.54430362755377,9.598505601627872,9.687492305625423,9.512376394207811
YAL061W,11.293270671213536,10.890670480019637,11.089497047854076,10.323320666793432,10.242993732961287,10.300267656101973,10.962693036777583,10.910439878859309,11.121053677258356,11.161666760118079,11.085178925212604
YAL060W,10.476614637787684,9.85645390562709,10.332776064749405,10.450809901402447,10.364952020408317,10.516086148675107,10.648233591342223,10.444575720911331,10.459934086637897,10.624407374651778,10.616785806946922
YAL059C-A,6.540098022489446,6.859015271696543,6.337181119270702,7.468174122482518,7.3295541659703884,7.729905535214558,7.305983093775232,7.236612691343164,6.81138053227275,7.343181688121961,7.000176403919864
YAL059W,7.420482764510738,7.604290452548055,7.3392180582312045,8.287042894028334,8.227452030294707,8.38192836660502,8.00606693002857,8.076717417082598,7.731282461686328,7.925179483823728,7.92326488348982
YAL058W,10.255426157086445,10.046124624636114,10.335521927374787,10.451834902955685,10.304691539921432,10.353013962496446,10.453985196984759,10.244506234546012,10.18131173787842,10.338489815037226,10.297907498709653
YAL056C-A,7.773974360651667,7.536584299410351,7.795220768155672,8.079888734587835,7.746827997291895,7.729905535214558,7.832110538823719,7.818382947256486,7.413145988620776,8.021011812341898,7.796059545142689
YAL056W,12.124251549788116,12.147656111345253,12.155543861827447,12.035426960639157,12.055943966526334,11.981187595081014,11.971237371309506,11.954060971318592,12.048010905178929,12.099583948249498,12.02936477117632
YAL055W,8.049341881619725,8.102658929052284,8.378016642234684,8.187180739339372,8.026540019680754,8.039788030922594,8.07978689026612,8.094797966263899,8.119177571006176,8.446214749297138,8.360988945260234
YAL054C,12.470794535505798,12.043272384060767,12.430582710351139,11.613536403855345,11.517774022275882,11.53284264440828,12.03672005883501,12.257725659053966,12.497933246610712,12.612227959983965,12.32726856458952
YAL053W,12.046845336906548,11.956554939501165,12.32469975115631,12.178513746043302,12.197074100198812,12.258519482702159,12.33022561083513,12.054480038583232,12.133097026471273,12.187404019317436,12.03641784517854
YAL051W,11.910892242539266,12.293999988614821,12.019586153956622,12.077208013290639,12.105519122962747,12.045363123886363,12.079279508146545,12.015858994775646,12.049274465923858,12.050275623052379,12.026533858435835
YAL049C,11.234768394304727,11.090996165465661,11.498255414870554,11.402852022558092,11.387184782544978,11.36107216339318,11.299983359001708,11.200738037863076,11.244593124794319,11.35948046489194,11.252003688456195
YAL048C,11.01063763547189,10.836095474283491,11.250191657905228,11.119750819222228,11.136260974006136,11.103288408165364,11.023115888153281,11.01620732256876,11.048772767341262,11.029647612818344,11.006910968086968
YAL047W-A,9.238396840074422,9.148463304004686,9.299149909828845,9.270859603070898,9.225043249935185,9.180148672562403,9.252071126425248,9.463115532899593,9.31171163057636,9.373283023238006,9.36776841314492
YAL047C,10.42118969127434,10.525409636996962,10.45649478897823,10.638961335940934,10.465216074105012,10.58752956051862,10.517266962241202,10.556443953098217,10.471290883218355,10.460306196590338,10.449326311048221
YAL046C,7.285111946544926,6.755610419391649,7.523886868892709,7.599767272231603,7.399516320778157,7.756254181136303,7.666525737458055,7.882235364069755,8.005735668638094,8.021011812341898,7.7692149683169625
YAL045C,6.780550709697227,6.229698927346669,6.879022924469556,6.760652122303488,6.929377349334181,7.468229651177791,6.8525179759641315,6.90892186131516,7.124356962516986,7.3676931415686475,6.142694120393734
YAL044W-A,7.8905000778814705,7.742923402536301,8.190547985429976,8.318851102917304,8.198305777960401,8.644241797877118,8.457067452702168,8.444156560270143,8.66772851727324,8.746437884005985,8.324575577527126
YAL044C,8.251718432534433,7.874888255233795,8.38333408457173,8.410272672668528,8.514332353454915,8.959791170037596,8.871078264913246,8.076717417082598,8.627689210505038,8.423012225087936,8.14828467296276
